list_name,name,label::english,governorate,district,subdistrict,label::arabic
subdistrict,YE231521,Alyamanih Alealya',YE23,YE2315,,Alyamanih Alealya' - اليمانية العليا
subdistrict,YE231622,Alyamaniuh Alssuflaa,YE23,YE2316,,Alyamaniuh Alssuflaa - اليمانية السفلى
subdistrict,YE231623,Hadar,YE23,YE2316,,Hadar - حضر
subdistrict,YE231621,Masur,YE23,YE2316,,Masur - مسور
subdistrict,YE231624,Qurwaa,YE23,YE2316,,Qurwaa - قروى
subdistrict,YE240121,Dar Sad_1,YE24,YE2401,,Dar Sad_1 - دار سعد_1
subdistrict,YE240221,Ash Shaikh Outhman_1,YE24,YE2402,,Ash Shaikh Outhman_1 - الشيخ عثمان_1
subdistrict,YE240321,Al Mansura_1,YE24,YE2403,,Al Mansura_1 - المنصورة_1
subdistrict,YE240421,Al Buraiqeh_1,YE24,YE2404,,Al Buraiqeh_1 - البريقه_1
subdistrict,YE240521,Attawahi_1,YE24,YE2405,,Attawahi_1 - التواهي_1
subdistrict,YE240621,Al Mualla_1,YE24,YE2406,,Al Mualla_1 - المعلا_1
subdistrict,YE240721,Craiter_1,YE24,YE2407,,Craiter_1 - كريتر_1
subdistrict,YE240821,Khur Maksar_1,YE24,YE2408,,Khur Maksar_1 - خور مكسر_1
subdistrict,YE250121,Al Had_1,YE25,YE2501,,Al Had_1 - الحد_1
subdistrict,YE250122,Al Had_2,YE25,YE2501,,Al Had_2 - الحد_2
subdistrict,YE250123,Al Had_3,YE25,YE2501,,Al Had_3 - الحد_3
subdistrict,YE250221,Yafa'A_1,YE25,YE2502,,Yafa'A_1 - يافع_1
subdistrict,YE250222,Yafa'A_2,YE25,YE2502,,Yafa'A_2 - يافع_2
subdistrict,YE250321,Al Maflahy_1,YE25,YE2503,,Al Maflahy_1 - المفلحي_1
subdistrict,YE250322,Al Maflahy_2,YE25,YE2503,,Al Maflahy_2 - المفلحي_2
subdistrict,YE250421,Yahr_1,YE25,YE2504,,Yahr_1 - يهر_1
subdistrict,YE250422,Yahr_2,YE25,YE2504,,Yahr_2 - يهر_2
subdistrict,YE250521,Habil Jabr_1,YE25,YE2505,,Habil Jabr_1 - حبيل جبر_1
subdistrict,YE250522,Habil Jabr_2,YE25,YE2505,,Habil Jabr_2 - حبيل جبر_2
subdistrict,YE250523,Habil Jabr_3,YE25,YE2505,,Habil Jabr_3 - حبيل جبر_3
subdistrict,YE250524,Habil Jabr_4,YE25,YE2505,,Habil Jabr_4 - حبيل جبر_4
subdistrict,YE250621,Halimayn_1,YE25,YE2506,,Halimayn_1 - حالمين_1
subdistrict,YE250622,Halimayn_2,YE25,YE2506,,Halimayn_2 - حالمين_2
subdistrict,YE250721,Radfan_1,YE25,YE2507,,Radfan_1 - ردفان_1
subdistrict,YE250722,Radfan_2,YE25,YE2507,,Radfan_2 - ردفان_2
subdistrict,YE250723,Radfan_3,YE25,YE2507,,Radfan_3 - ردفان_3
subdistrict,YE250724,Radfan_4,YE25,YE2507,,Radfan_4 - ردفان_4
subdistrict,YE250821,Al Milah_1,YE25,YE2508,,Al Milah_1 - الملاح_1
subdistrict,YE250822,Al Milah_2,YE25,YE2508,,Al Milah_2 - الملاح_2
subdistrict,YE250823,Al Milah_3,YE25,YE2508,,Al Milah_3 - الملاح_3
subdistrict,YE250921,Al Musaymir_1,YE25,YE2509,,Al Musaymir_1 - المسيمير_1
subdistrict,YE250922,Al Musaymir_2,YE25,YE2509,,Al Musaymir_2 - المسيمير_2
subdistrict,YE251021,Al Qabbaytah_1,YE25,YE2510,,Al Qabbaytah_1 - القبيطه_1
subdistrict,YE251022,Al Qabbaytah_2,YE25,YE2510,,Al Qabbaytah_2 - القبيطه_2
subdistrict,YE251121,Tur Al Bahah_1,YE25,YE2511,,Tur Al Bahah_1 - طور الباحة_1
subdistrict,YE251122,Tur Al Bahah_2,YE25,YE2511,,Tur Al Bahah_2 - طور الباحة_2
subdistrict,YE251228,Alakahluh,YE25,YE2512,,Alakahluh - الاكاحله
subdistrict,YE251235,Alanbuh,YE25,YE2512,,Alanbuh - الانبوه
subdistrict,YE251227,Alashahbh,YE25,YE2512,,Alashahbh - الاشاهيه
subdistrict,YE251230,Alashbut,YE25,YE2512,,Alashbut - الاشبوط
subdistrict,YE251243,Aldduhamshuh,YE25,YE2512,,Aldduhamshuh - الدهمشة
subdistrict,YE251224,Aleibadala,YE25,YE2512,,Aleibadala - العبادلة
subdistrict,YE251234,Alhanishuh,YE25,YE2512,,Alhanishuh - الحنيشة
subdistrict,YE251242,Alhuishh,YE25,YE2512,,Alhuishh - الهويشه
subdistrict,YE251239,Aljaliluh,YE25,YE2512,,Aljaliluh - الجليله
subdistrict,YE251226,Alkaeawish,YE25,YE2512,,Alkaeawish - الكعاوش
subdistrict,YE251241,Almagharimuh,YE25,YE2512,,Almagharimuh - المغارمه
subdistrict,YE251240,Almakabiruh,YE25,YE2512,,Almakabiruh - المكابره
subdistrict,YE251231,Almudjiruh,YE25,YE2512,,Almudjiruh - المدجرة
subdistrict,YE251223,Alnnajishuh,YE25,YE2512,,Alnnajishuh - النجيشه
subdistrict,YE251236,Alssawaliha,YE25,YE2512,,Alssawaliha - الصوالحه
subdistrict,YE251238,Alssud,YE25,YE2512,,Alssud - السود
subdistrict,YE251233,Alzzaeimuh,YE25,YE2512,,Alzzaeimuh - الزعيمة
subdistrict,YE251225,Baeimih,YE25,YE2512,,Baeimih - بعيمه
subdistrict,YE251229,Zaeazie,YE25,YE2512,,Zaeazie - زعازع
subdistrict,YE251232,Zaqihuh,YE25,YE2512,,Zaqihuh - زقيحة
subdistrict,YE251221,Zariquh Alshsham,YE25,YE2512,,Zariquh Alshsham - زريقة الشام
subdistrict,YE251222,Zariquh Alyaman,YE25,YE2512,,Zariquh Alyaman - زريقة اليمن
subdistrict,YE251321,Al Madaribah Wa Al Arah_1,YE25,YE2513,,Al Madaribah Wa Al Arah_1 - المضاربة و العاره_1
subdistrict,YE251322,Al Madaribah Wa Al Arah_2,YE25,YE2513,,Al Madaribah Wa Al Arah_2 - المضاربة و العاره_2
subdistrict,YE251421,Al Hawtah_1,YE25,YE2514,,Al Hawtah_1 - الحوطة_1
subdistrict,YE251521,Tuban_1,YE25,YE2515,,Tuban_1 - تبن_1
subdistrict,YE251522,Tuban_2,YE25,YE2515,,Tuban_2 - تبن_2
subdistrict,YE260121,Al Hadh Qin,YE26,YE2601,,Al Hadh Qin - ال حذقين
subdistrict,YE260123,Alssahari,YE26,YE2601,,Alssahari - السحاري
subdistrict,YE260221,Raghwan,YE26,YE2602,,Raghwan - رغوان
subdistrict,YE260321,Mudaghghal Aljudean,YE26,YE2603,,Mudaghghal Aljudean - مدغل الجدعان
subdistrict,YE260421,Bani Eamrw,YE26,YE2604,,Bani Eamrw - بني عمرو
subdistrict,YE260422,Bani Sukran,YE26,YE2604,,Bani Sukran - بني سكران
subdistrict,YE260521,'Ahl Eali,YE26,YE2605,,'Ahl Eali - اهل علي
subdistrict,YE260522,Aleabadah,YE26,YE2605,,Aleabadah - العبده
subdistrict,YE260527,Aljarida,YE26,YE2605,,Aljarida - الجريدا
subdistrict,YE260523,Bani Maeud,YE26,YE2605,,Bani Maeud - بني معوض
subdistrict,YE260526,Bani Shakir,YE26,YE2605,,Bani Shakir - بني شاكر
subdistrict,YE260531,Takht,YE26,YE2605,,Takht - تخت
subdistrict,YE260621,Almuhjazuh,YE26,YE2606,,Almuhjazuh - المحجزه
subdistrict,YE260623,Ara K,YE26,YE2606,,Ara K - اراك
subdistrict,YE260622,Sarwah,YE26,YE2606,,Sarwah - صرواح
subdistrict,YE260721,Aljadiduh,YE26,YE2607,,Aljadiduh - الجديدة
subdistrict,YE260724,Jabal Alssihl,YE26,YE2607,,Jabal Alssihl - جبل السحل
subdistrict,YE260723,Naja,YE26,YE2607,,Naja - نجا
subdistrict,YE260725,Yaearruh,YE26,YE2607,,Yaearruh - يعره
subdistrict,YE260822,Al Bw Eashh,YE26,YE2608,,Al Bw Eashh - ال بوعشه
subdistrict,YE260825,Al Hm,YE26,YE2608,,Al Hm - ال حم
subdistrict,YE260823,Al Jamil,YE26,YE2608,,Al Jamil - ال جميل
subdistrict,YE260824,Alqaradieuh,YE26,YE2608,,Alqaradieuh - القرادعه
subdistrict,YE260821,Ruhabah,YE26,YE2608,,Ruhabah - رحبة
subdistrict,YE260928,Al 'Abu Tahif,YE26,YE2609,,Al 'Abu Tahif - ال ابو طهيف
subdistrict,YE260930,Al Eaqil,YE26,YE2609,,Al Eaqil - ال عقيل
subdistrict,YE260924,Al Muzaffar Alssadarh,YE26,YE2609,,Al Muzaffar Alssadarh - ال مظفرالصداره
subdistrict,YE260925,Aleadi,YE26,YE2609,,Aleadi - العادي
subdistrict,YE260926,Alqahituh,YE26,YE2609,,Alqahituh - القحيطه
subdistrict,YE260922,Alttabir,YE26,YE2609,,Alttabir - الطابير
subdistrict,YE260931,Jiradha,YE26,YE2609,,Jiradha - جراذا
subdistrict,YE260923,Shrq Alssayh,YE26,YE2609,,Shrq Alssayh - شرق السيح
subdistrict,YE261021,Aleumud Al Talab,YE26,YE2610,,Aleumud Al Talab - العمود ال طالب
subdistrict,YE261023,Aleursh1,YE26,YE2610,,Aleursh1 - العرش1
subdistrict,YE261022,Alqarsh Al 'Ahmad,YE26,YE2610,,Alqarsh Al 'Ahmad - القرش ال احمد
subdistrict,YE261024,Halaquh Al Husayn,YE26,YE2610,,Halaquh Al Husayn - حلاقة ال حسين
subdistrict,YE261126,Al Alseydy,YE26,YE2611,,Al Alseydy - ال السعيدي
subdistrict,YE261122,Al Alththabiti,YE26,YE2611,,Al Alththabiti - ال الثابثي
subdistrict,YE261125,Al Alzzubaydi,YE26,YE2611,,Al Alzzubaydi - ال الزبيدي
subdistrict,YE261124,Al Bilighith Walamudhud,YE26,YE2611,,Al Bilighith Walamudhud - ال بلغيث
subdistrict,YE261123,Al Eawwad,YE26,YE2611,,Al Eawwad - ال عوض
subdistrict,YE261128,Al Hamran,YE26,YE2611,,Al Hamran - ال حمران
subdistrict,YE261214,Al Jamia Al Kabir,YE26,YE2612,,Al Jamia Al Kabir - الجامع الكبير
subdistrict,YE261212,Al Jamiah,YE26,YE2612,,Al Jamiah - الجامعة
subdistrict,YE261210,Al Jufainah,YE26,YE2612,,Al Jufainah - الجفينة
subdistrict,YE261211,Al Kharaz,YE26,YE2612,,Al Kharaz - الخراز
subdistrict,YE261202,Al Maghawir Walshabwani,YE26,YE2612,,Al Maghawir Walshabwani - المغاوير والشبواني
subdistrict,YE261208,Al Matar,YE26,YE2612,,Al Matar - المطار
subdistrict,YE261209,Al Rumaylah,YE26,YE2612,,Al Rumaylah - الرميلة
subdistrict,YE261203,Al Ruwdah,YE26,YE2612,,Al Ruwdah - الروضة
subdistrict,YE261207,Al Siyanah,YE26,YE2612,,Al Siyanah - الصيانة
subdistrict,YE261213,Al Ziraah,YE26,YE2612,,Al Ziraah - الزراعة
subdistrict,YE261205,Hai Al Sharikah,YE26,YE2612,,Hai Al Sharikah - حي الشركة
subdistrict,YE261206,Jaw Al Nasim,YE26,YE2612,,Jaw Al Nasim - جو النسيم
subdistrict,YE261204,Sahn Al Jin,YE26,YE2612,,Sahn Al Jin - صحن الجن
subdistrict,YE261322,Al Fajih,YE26,YE2613,,Al Fajih - ال فجيح
subdistrict,YE261321,Al Jalla L,YE26,YE2613,,Al Jalla L - ال جلال
subdistrict,YE261324,Al Misheal,YE26,YE2613,,Al Misheal - ال مشعل
subdistrict,YE261325,Al Qazeah,YE26,YE2613,,Al Qazeah - ال قزعه
subdistrict,YE261323,Al Rashid Munif,YE26,YE2613,,Al Rashid Munif - ال راشد منيف
subdistrict,YE261326,Al Shabwan,YE26,YE2613,,Al Shabwan - ال شبوان
subdistrict,YE261421,Jabal Murad,YE26,YE2614,,Jabal Murad - جبل مراد
subdistrict,YE270123,Alahjr,YE27,YE2701,,Alahjr - الأهجر
subdistrict,YE270122,Dalae Al'Aelaa,YE27,YE2701,,Dalae Al'Aelaa - ضلاع الاعلى
subdistrict,YE270121,Shabbam,YE27,YE2701,,Shabbam - شبام
subdistrict,YE270230,Alddalae Al'Asfal,YE27,YE2702,,Alddalae Al'Asfal - الضلاع الاسفل
subdistrict,YE270221,Alqusba,YE27,YE2702,,Alqusba - القصبة
subdistrict,YE270227,Alzzabih,YE27,YE2702,,Alzzabih - الزبيح
subdistrict,YE270224,Bani Aldhdhawlani,YE27,YE2702,,Bani Aldhdhawlani - بني الذولاني
subdistrict,YE270228,Bani Alhujaj,YE27,YE2702,,Bani Alhujaj - بني الحجاج
subdistrict,YE270222,Bani Alkhiat,YE27,YE2702,,Bani Alkhiat - بني الخياط
subdistrict,YE270226,Laeih,YE27,YE2702,,Laeih - لاعه
subdistrict,YE270223,Shumata(Hisan Almakhir),YE27,YE2702,,Shumata(Hisan Almakhir) - شمسان (حصن المخير)
subdistrict,YE270326,Albshari,YE27,YE2703,,Albshari - البشاري
subdistrict,YE270337,Aldhdhari,YE27,YE2703,,Aldhdhari - الذاري
subdistrict,YE270332,Aleuzki,YE27,YE2703,,Aleuzki - العزكي
subdistrict,YE270324,Aljaradi,YE27,YE2703,,Aljaradi - الجرادي
subdistrict,YE270325,Almadani,YE27,YE2703,,Almadani - المدني
subdistrict,YE270333,Alrruhani,YE27,YE2703,,Alrruhani - الروحاني
subdistrict,YE270321,Alrrujm,YE27,YE2703,,Alrrujm - الرجم
subdistrict,YE270323,Alssultan,YE27,YE2703,,Alssultan - السلطان
subdistrict,YE270336,Bani Albadi,YE27,YE2703,,Bani Albadi - بني البدي
subdistrict,YE270327,Bani Alghadhifi,YE27,YE2703,,Bani Alghadhifi - بني القذيفي
subdistrict,YE270328,Bani Alghasal,YE27,YE2703,,Bani Alghasal - بني الغسال
subdistrict,YE270334,Bani Aljalbi,YE27,YE2703,,Bani Aljalbi - بني الجلس (بن الجلبي
subdistrict,YE270322,Bani Almuseib,YE27,YE2703,,Bani Almuseib - بني المصعب
subdistrict,YE270331,Bani Haytham,YE27,YE2703,,Bani Haytham - بني هيثم
subdistrict,YE270335,Ghalba Warabyei,YE27,YE2703,,Ghalba Warabyei - غالب ربيعي
subdistrict,YE270427,'Adhrae,YE27,YE2704,,'Adhrae - أذرع
subdistrict,YE270424,Alshshaeafil Aleulya,YE27,YE2704,,Alshshaeafil Aleulya - الشعافل العليا
subdistrict,YE270425,Alshshaeafil Alssufli,YE27,YE2704,,Alshshaeafil Alssufli - الشعافل السفلى
subdistrict,YE270426,Alwasituh,YE27,YE2704,,Alwasituh - الواسطه
subdistrict,YE270431,Bani Eamarih,YE27,YE2704,,Bani Eamarih - بني عماره
subdistrict,YE270422,Jabae,YE27,YE2704,,Jabae - جبع
subdistrict,YE270421,Namarah,YE27,YE2704,,Namarah - نمره
subdistrict,YE270428,Wadi Eian,YE27,YE2704,,Wadi Eian - عبان
subdistrict,YE270432,Wadi Samie,YE27,YE2704,,Wadi Samie - وادي سميع
subdistrict,YE270525,Aleasafiruh,YE27,YE2705,,Aleasafiruh - العصافره
subdistrict,YE270537,Aleasusi,YE27,YE2705,,Aleasusi - العسوسى
subdistrict,YE270524,Alfabalah,YE27,YE2705,,Alfabalah - القبله
subdistrict,YE270539,Alshrq Alghazwanuh,YE27,YE2705,,Alshrq Alghazwanuh - الشرق الغزاوانه
subdistrict,YE270522,Alshshamarih,YE27,YE2705,,Alshshamarih - الشماريه
subdistrict,YE270535,Alshshamasinuh,YE27,YE2705,,Alshshamasinuh - الشماسنه
subdistrict,YE270521,Alshshjjaf,YE27,YE2705,,Alshshjjaf - الشجاف
subdistrict,YE270533,Badah,YE27,YE2705,,Badah - بدح
subdistrict,YE270526,Bahish,YE27,YE2705,,Bahish - باحش
subdistrict,YE270538,Bani Wahab,YE27,YE2705,,Bani Wahab - بني وهب
subdistrict,YE270531,Habat,YE27,YE2705,,Habat - هباط
subdistrict,YE270622,Aalmla Hinn,YE27,YE2706,,Aalmla Hinn - الملاحنه
subdistrict,YE270624,Aldhdharaa,YE27,YE2706,,Aldhdharaa - الذارى
subdistrict,YE270626,Alssahman Bani Eumar,YE27,YE2706,,Alssahman Bani Eumar - السهمان بنى عمر
subdistrict,YE270632,Banaa 'Asead,YE27,YE2706,,Banaa 'Asead - بني أسعد
subdistrict,YE270631,Banaa Mamun,YE27,YE2706,,Banaa Mamun - بنى مامول
subdistrict,YE270623,Banaa Qashab,YE27,YE2706,,Banaa Qashab - بنى قشب
subdistrict,YE270625,Bani 'Ahmad,YE27,YE2706,,Bani 'Ahmad - بني احمد
subdistrict,YE270621,Bani Duhman,YE27,YE2706,,Bani Duhman - بنى دهمان
subdistrict,YE270627,Bayt Alshshmmae,YE27,YE2706,,Bayt Alshshmmae - بيت الشماع
subdistrict,YE270628,Hamata,YE27,YE2706,,Hamata - حماطه
subdistrict,YE270630,Jabal Naeman,YE27,YE2706,,Jabal Naeman - جبل نعمان
subdistrict,YE270629,Ras Alahjul,YE27,YE2706,,Ras Alahjul - راس الاحجول
subdistrict,YE270721,Aljaea Furrat Alshsharqia,YE27,YE2707,,Aljaea Furrat Alshsharqia - الجعافره الشرقى
subdistrict,YE270727,Aljaeafirat Algharbia,YE27,YE2707,,Aljaeafirat Algharbia - الجعافره الغربيه
subdistrict,YE270737,Alqawazaea,YE27,YE2707,,Alqawazaea - القوازعه
subdistrict,YE270739,Alshshawie,YE27,YE2707,,Alshshawie - الشويع
subdistrict,YE270731,Alttawil,YE27,YE2707,,Alttawil - الطويل
subdistrict,YE270729,Alwahawih,YE27,YE2707,,Alwahawih - الوحاوح
subdistrict,YE270724,Banaa A Laziriq,YE27,YE2707,,Banaa A Laziriq - بني الازراق
subdistrict,YE270723,Banaa Muhammad,YE27,YE2707,,Banaa Muhammad - بنى محمد
subdistrict,YE270722,Banaa Muqaddim,YE27,YE2707,,Banaa Muqaddim - بنى مقدم
subdistrict,YE270726,Banaa Zayd,YE27,YE2707,,Banaa Zayd - بني زيد
subdistrict,YE270733,Bani Alhamadi,YE27,YE2707,,Bani Alhamadi - بنى حمادي
subdistrict,YE270736,Bani Alshshuyshi,YE27,YE2707,,Bani Alshshuyshi - بنى الشويشى
subdistrict,YE270741,Bani Qarat,YE27,YE2707,,Bani Qarat - بنى قراط
subdistrict,YE270725,Bin Alshshadid,YE27,YE2707,,Bin Alshshadid - بن الشديد
subdistrict,YE270734,Dayr Alshsharif,YE27,YE2707,,Dayr Alshsharif - دير الشريف
subdistrict,YE270728,Eatama,YE27,YE2707,,Eatama - عتمة
subdistrict,YE270740,Hawae,YE27,YE2707,,Hawae - هواع
subdistrict,YE270730,Qarn Almasjid,YE27,YE2707,,Qarn Almasjid - قرن المجد
subdistrict,YE270732,Qihamuh,YE27,YE2707,,Qihamuh - قيهمه
subdistrict,YE270821,Almuhwayat,YE27,YE2708,,Almuhwayat - المحويت
subdistrict,YE270921,Alahjul,YE27,YE2709,,Alahjul - الاجحول
subdistrict,YE270922,Aleurqub,YE27,YE2709,,Aleurqub - العرقوب
subdistrict,YE270934,Algharbi Alaely,YE27,YE2709,,Algharbi Alaely - الغربي الاعلى
subdistrict,YE270936,Algharbi Al'Asfal,YE27,YE2709,,Algharbi Al'Asfal - الغربي الاسفل
subdistrict,YE270933,Almajadil,YE27,YE2709,,Almajadil - المجاديل
subdistrict,YE270935,Bani Abjir,YE27,YE2709,,Bani Abjir - بني ابجر
subdistrict,YE270932,Bani Alwalid,YE27,YE2709,,Bani Alwalid - بني الوليد
subdistrict,YE270929,Bayt Alqahtani,YE27,YE2709,,Bayt Alqahtani - بيت القحطاني
subdistrict,YE270937,Bilad Ghyl,YE27,YE2709,,Bilad Ghyl - بلاد غيل
subdistrict,YE270925,Eanbar,YE27,YE2709,,Eanbar - عنبر
subdistrict,YE270923,Jabal Alttaraf,YE27,YE2709,,Jabal Alttaraf - جبل الطرف
subdistrict,YE270926,Qablih Abn Eabdalallah,YE27,YE2709,,Qablih Abn Eabdalallah - قبلة ابن عبدالله
subdistrict,YE270927,Qablih Hadhif,YE27,YE2709,,Qablih Hadhif - قبلة خريف
subdistrict,YE270930,Tahamuh,YE27,YE2709,,Tahamuh - طحــامــه
subdistrict,YE270928,Thamir,YE27,YE2709,,Thamir - ثامر
subdistrict,YE280121,Shahan_1,YE28,YE2801,,Shahan_1 - شحن_1
subdistrict,YE280221,Hat_1,YE28,YE2802,,Hat_1 - حات_1
subdistrict,YE280322,Damqut_1,YE28,YE2803,,Damqut_1 - دمقوت_1
subdistrict,YE280321,Hawf_1,YE28,YE2803,,Hawf_1 - حوف_1
subdistrict,YE280421,Al Ghaydah_1,YE28,YE2804,,Al Ghaydah_1 - الغيظه_1
subdistrict,YE280422,Alfydmi_1,YE28,YE2804,,Alfydmi_1 - الفيدمي_1
subdistrict,YE280521,Man'Ar_1,YE28,YE2805,,Man'Ar_1 - منعر_1
subdistrict,YE280522,Man'Ar_2,YE28,YE2805,,Man'Ar_2 - منعر_2
subdistrict,YE280523,Man'Ar_3,YE28,YE2805,,Man'Ar_3 - منعر_3
subdistrict,YE280621,Al Masilah_1,YE28,YE2806,,Al Masilah_1 - المسيلة_1
subdistrict,YE280722,Eitab_1,YE28,YE2807,,Eitab_1 - عتاب_1
subdistrict,YE280721,Sayhut_1,YE28,YE2807,,Sayhut_1 - سيحوت_1
subdistrict,YE280821,Qishn_1,YE28,YE2808,,Qishn_1 - قشن_1
subdistrict,YE280822,Qishn_2,YE28,YE2808,,Qishn_2 - قشن_2
subdistrict,YE280921,Huswain_1,YE28,YE2809,,Huswain_1 - حصوين_1
subdistrict,YE290128,Aleamshih,YE29,YE2901,,Aleamshih - العمشيه
subdistrict,YE290127,Alhayruh,YE29,YE2901,,Alhayruh - الحيره
subdistrict,YE290121,Alhuraf,YE29,YE2901,,Alhuraf - الحرف
subdistrict,YE290122,Khiwan Alhamra',YE29,YE2901,,Khiwan Alhamra' - خيوان الحمراء
subdistrict,YE290123,Wa'adda Eadaf,YE29,YE2901,,Wa'adda Eadaf - وادي عدف
subdistrict,YE290124,Wadi Jwfan Wahabashih,YE29,YE2901,,Wadi Jwfan Wahabashih - وادي جوفان وحباشه
subdistrict,YE290126,Wadi Sufyan,YE29,YE2901,,Wadi Sufyan - وادى سفيان
subdistrict,YE290130,Wasit,YE29,YE2901,,Wasit - واسط
subdistrict,YE290224,Alkhumraa,YE29,YE2902,,Alkhumraa - الخمري
subdistrict,YE290231,Almaeamiruh,YE29,YE2902,,Almaeamiruh - المعامره
subdistrict,YE290223,Alssadih,YE29,YE2902,,Alssadih - السادده
subdistrict,YE290227,Birawsh,YE29,YE2902,,Birawsh - براوش
subdistrict,YE290235,Buban,YE29,YE2902,,Buban - بوبان
subdistrict,YE290232,Dhaa Yabil,YE29,YE2902,,Dhaa Yabil - ذى يبل
subdistrict,YE290229,Dhu Alqatish,YE29,YE2902,,Dhu Alqatish - ذو القطيش
subdistrict,YE290228,Dhu Eali,YE29,YE2902,,Dhu Eali - ذو علي
subdistrict,YE290234,Dhu Ealyan,YE29,YE2902,,Dhu Ealyan - ذو عليان
subdistrict,YE290222,Dhu Eanash,YE29,YE2902,,Dhu Eanash - ذو عناش
subdistrict,YE290225,Dhu Eyd,YE29,YE2902,,Dhu Eyd - ذوعيد
subdistrict,YE290230,Dhu Saylah,YE29,YE2902,,Dhu Saylah - ذوميله
subdistrict,YE290221,Hawth,YE29,YE2902,,Hawth - حوث
subdistrict,YE290226,Kharash,YE29,YE2902,,Kharash - خراش
subdistrict,YE290233,Khiwan,YE29,YE2902,,Khiwan - خيوان
subdistrict,YE290324,Albatanuh,YE29,YE2903,,Albatanuh - البطنــــه
subdistrict,YE290329,Almieraduh Walwasie,YE29,YE2903,,Almieraduh Walwasie - المعراضــه والواسـع
subdistrict,YE290322,Dhu,YE29,YE2903,,Dhu - ذو خيران
subdistrict,YE290328,Dunan,YE29,YE2903,,Dunan - دنـــان
subdistrict,YE290327,Hashif,YE29,YE2903,,Hashif - حاشـف
subdistrict,YE290330,Qaeah,YE29,YE2903,,Qaeah - قاعـــــه
subdistrict,YE290325,Qaf Dhu Hadyan,YE29,YE2903,,Qaf Dhu Hadyan - قف ذو هديان
subdistrict,YE290326,Qarhad Walfaradat,YE29,YE2903,,Qarhad Walfaradat - قرهد والفردات
subdistrict,YE290323,Rishan,YE29,YE2903,,Rishan - ريشان
subdistrict,YE290321,Sadan,YE29,YE2903,,Sadan - صـــدان
subdistrict,YE290421,Alqaflah,YE29,YE2904,,Alqaflah - القفلة
subdistrict,YE290423,Alshshtt,YE29,YE2904,,Alshshtt - الشط
subdistrict,YE290425,Zu Ghethan,YE29,YE2904,,Zu Ghethan - ذو غيثان
subdistrict,YE290522,Dhari,YE29,YE2905,,Dhari - ذري
subdistrict,YE290524,Sayran Algharbi,YE29,YE2905,,Sayran Algharbi - سيران الغربي
subdistrict,YE290523,Sayran Alshsharqi,YE29,YE2905,,Sayran Alshsharqi - سيران الشرقـي
subdistrict,YE290521,Shaharuh,YE29,YE2905,,Shaharuh - شهاره
subdistrict,YE290622,Bani Eawf,YE29,YE2906,,Bani Eawf - بني عـــوف
subdistrict,YE290623,Bani Nuaff,YE29,YE2906,,Bani Nuaff - بني نـــوف
subdistrict,YE290621,Bani Nusir,YE29,YE2906,,Bani Nusir - بني نسر
subdistrict,YE290722,Aldhdhibuh,YE29,YE2907,,Aldhdhibuh - الذنبه
subdistrict,YE290724,Aleajirat,YE29,YE2907,,Aleajirat - العجيرات
subdistrict,YE290723,Alghanaya,YE29,YE2907,,Alghanaya - الغنايا
subdistrict,YE290721,Falih,YE29,YE2907,,Falih - فليـــح
subdistrict,YE290821,Alkhamis Alwasit,YE29,YE2908,,Alkhamis Alwasit - الخميس الواسط
subdistrict,YE290822,Bani Eidh,YE29,YE2908,,Bani Eidh - بني عيد
subdistrict,YE290823,Khamis Bani Dhsh,YE29,YE2908,,Khamis Bani Dhsh - خميس بني دهش
subdistrict,YE290824,Khamis Hajur,YE29,YE2908,,Khamis Hajur - خميس حجور
subdistrict,YE290921,Sufyan,YE29,YE2909,,Sufyan - سفيان
subdistrict,YE291028,Khamis 'Abu Dhibah,YE29,YE2910,,Khamis 'Abu Dhibah - خميس ابوذيبه
subdistrict,YE291021,Khamis Alqadimi,YE29,YE2910,,Khamis Alqadimi - خميس القديمي
subdistrict,YE291022,Khamis Alqayifi,YE29,YE2910,,Khamis Alqayifi - خميس القائفي
subdistrict,YE291023,Khamis Harml,YE29,YE2910,,Khamis Harml - خميس حرمل
subdistrict,YE291024,Khamis Hirash,YE29,YE2910,,Khamis Hirash - خميس هراش
subdistrict,YE291027,Thlth Alwasit,YE29,YE2910,,Thlth Alwasit - ثلث الواسط
subdistrict,YE291025,Thlth Alzzawdi,YE29,YE2910,,Thlth Alzzawdi - ثلث الزودي
subdistrict,YE291026,Thlth Dahyan,YE29,YE2910,,Thlth Dahyan - ثلث ضحيان
subdistrict,YE291121,Dhifan,YE29,YE2911,,Dhifan - ذيفان
subdistrict,YE291124,Ghuluh Eajib,YE29,YE2911,,Ghuluh Eajib - غولــه عجيــب
subdistrict,YE291123,Hammadah,YE29,YE2911,,Hammadah - حمـــده
subdistrict,YE291122,Ridh,YE29,YE2911,,Ridh - ريده
subdistrict,YE291223,Alakhwm,YE29,YE2912,,Alakhwm - الاكهوم
subdistrict,YE291225,Eial Hatim,YE29,YE2912,,Eial Hatim - عيال حاتم
subdistrict,YE291222,Eial Yahi,YE29,YE2912,,Eial Yahi - عيال يحيى
subdistrict,YE291324,Abn Ahkum,YE29,YE2913,,Abn Ahkum - ابن احكم
subdistrict,YE291322,Eatifah,YE29,YE2913,,Eatifah - عطيفة
subdistrict,YE291321,Nashir,YE29,YE2913,,Nashir - ناشر
