list_name,name,label::english,governorate,district,subdistrict
subdistrict,YE151130,Kharishh,YE15,YE1511,
subdistrict,YE151123,Masfir,YE15,YE1511,
subdistrict,YE151131,Sannamat,YE15,YE1511,
subdistrict,YE151127,Taluq,YE15,YE1511,
subdistrict,YE151125,Watir,YE15,YE1511,
subdistrict,YE151223,Alshshuayfih,YE15,YE1512,
subdistrict,YE151222,Khadir Albdw,YE15,YE1512,
subdistrict,YE151221,Khadir Alssilmi,YE15,YE1512,
subdistrict,YE151321,Alddbb,YE15,YE1513,
subdistrict,YE151323,Alddiea,YE15,YE1513,
subdistrict,YE151324,Alekishh,YE15,YE1513,
subdistrict,YE151325,Alhariba,YE15,YE1513,
subdistrict,YE151328,Almushajjib,YE15,YE1513,
subdistrict,YE151326,Alqabila,YE15,YE1513,
subdistrict,YE151331,Alwadr,YE15,YE1513,
subdistrict,YE151329,Alzzahrayn,YE15,YE1513,
subdistrict,YE151330,Sayiluh Qiradatan,YE15,YE1513,
subdistrict,YE151429,Adym,YE15,YE1514,
subdistrict,YE151440,Albadhija,YE15,YE1514,
subdistrict,YE151438,Alealqumuh,YE15,YE1514,
subdistrict,YE151432,Aleazaeiz,YE15,YE1514,
subdistrict,YE151428,Alhadarim,YE15,YE1514,
subdistrict,YE151452,Alhunan,YE15,YE1514,
subdistrict,YE151441,Alkawirih,YE15,YE1514,
subdistrict,YE151423,Almadahij,YE15,YE1514,
subdistrict,YE151444,Almaqarimuh,YE15,YE1514,
subdistrict,YE151435,Almasahin,YE15,YE1514,
subdistrict,YE151424,Almashariquh,YE15,YE1514,
subdistrict,YE151427,Alqarishuh,YE15,YE1514,
subdistrict,YE151422,Alrrabisuh,YE15,YE1514,
subdistrict,YE151447,Alrrijaeiuh,YE15,YE1514,
subdistrict,YE151449,Alsafih,YE15,YE1514,
subdistrict,YE151439,Alshshamaya Algharbia,YE15,YE1514,
subdistrict,YE151453,Alshshamaya Alshsharqia,YE15,YE1514,
subdistrict,YE151450,Alssuneuh Zariquh,YE15,YE1514,
subdistrict,YE151431,Altturba,YE15,YE1514,
subdistrict,YE151436,Alzzaeazie,YE15,YE1514,
subdistrict,YE151445,Alzzakiruh,YE15,YE1514,
subdistrict,YE151425,Banaa Ghazi,YE15,YE1514,
subdistrict,YE151442,Bani Muhammad,YE15,YE1514,
subdistrict,YE151443,Bani Shaybat Alshrq,YE15,YE1514,
subdistrict,YE151433,Bani Shaybih Algharb,YE15,YE1514,
subdistrict,YE151446,Dabae Alddakhil,YE15,YE1514,
subdistrict,YE151448,Dabae Alkharij,YE15,YE1514,
subdistrict,YE151430,Dhibhan,YE15,YE1514,
subdistrict,YE151426,Jabal Subran,YE15,YE1514,
subdistrict,YE151437,Rasin,YE15,YE1514,
subdistrict,YE151421,Sharjb,YE15,YE1514,
subdistrict,YE151525,Alahyuq,YE15,YE1515,
subdistrict,YE151524,Albukruh,YE15,YE1515,
subdistrict,YE151521,Almushawiluh,YE15,YE1515,
subdistrict,YE151523,Alssuida',YE15,YE1515,
subdistrict,YE151522,Alzzarifuh,YE15,YE1515,
subdistrict,YE151623,Alaebus,YE15,YE1516,
subdistrict,YE151621,Alaeruq,YE15,YE1516,
subdistrict,YE151622,Alaghabruh,YE15,YE1516,
subdistrict,YE151624,Alathawr,YE15,YE1516,
subdistrict,YE151721,Al Mudhaffar,YE15,YE1517,
subdistrict,YE151821,Al Qahirah,YE15,YE1518,
subdistrict,YE151921,Salh,YE15,YE1519,
subdistrict,YE152028,Alajeud,YE15,YE1520,
subdistrict,YE152029,Alddaeisuh,YE15,YE1520,
subdistrict,YE152023,Alhashmuh,YE15,YE1520,
subdistrict,YE152025,Alhimuh Aleulya,YE15,YE1520,
subdistrict,YE152024,Alhimuh Alssufli,YE15,YE1520,
subdistrict,YE152039,Al'Iisrar,YE15,YE1520,
subdistrict,YE152033,Aljaedi,YE15,YE1520,
subdistrict,YE152040,Aljindayuh Alssufli,YE15,YE1520,
subdistrict,YE152037,Aljundayh Aleulya,YE15,YE1520,
subdistrict,YE152032,Almusannah,YE15,YE1520,
subdistrict,YE152031,Alqasibuh,YE15,YE1520,
subdistrict,YE152036,Alrrabiei,YE15,YE1520,
subdistrict,YE152030,Alshshahnuh,YE15,YE1520,
subdistrict,YE152022,Alshshueabaniuh Aleulya,YE15,YE1520,
subdistrict,YE152021,Alshshueabaniuh Alssufli,YE15,YE1520,
subdistrict,YE152038,Al'Uemur,YE15,YE1520,
subdistrict,YE152026,Alzzawaqir,YE15,YE1520,
subdistrict,YE152035,Hudhran,YE15,YE1520,
subdistrict,YE152027,Mikhlaf 'Asfal,YE15,YE1520,
subdistrict,YE152034,Qiad,YE15,YE1520,
subdistrict,YE152125,Alanbuh Alaely,YE15,YE1521,
subdistrict,YE152123,Aljibzih,YE15,YE1521,
subdistrict,YE152121,Alkalayiba,YE15,YE1521,
subdistrict,YE152126,Alshshueubuh,YE15,YE1521,
subdistrict,YE152122,Alssawa',YE15,YE1521,
subdistrict,YE152124,Alssnnah,YE15,YE1521,
subdistrict,YE152226,Akhmur,YE15,YE1522,
subdistrict,YE152222,Alaelum,YE15,YE1522,
subdistrict,YE152227,Alayfue,YE15,YE1522,
subdistrict,YE152225,Bani Eabbas,YE15,YE1522,
subdistrict,YE152223,Bani Hammad,YE15,YE1522,
subdistrict,YE152221,Quds,YE15,YE1522,
subdistrict,YE152321,Samie,YE15,YE1523,
subdistrict,YE160123,Alrrayan,YE16,YE1601,
subdistrict,YE160122,Alshshaef,YE16,YE1601,
subdistrict,YE160121,Alyatamah,YE16,YE1601,
subdistrict,YE160124,Wadi Khabb,YE16,YE1601,
subdistrict,YE160221,Alhamidat,YE16,YE1602,
subdistrict,YE160222,Alssulal,YE16,YE1602,
subdistrict,YE160223,Alwaghiruh,YE16,YE1602,
subdistrict,YE160224,Naeman,YE16,YE1602,
subdistrict,YE160322,Hisn Al Shanan,YE16,YE1603,
subdistrict,YE160321,Hisn Banaa Saed,YE16,YE1603,
subdistrict,YE160423,Aleaqaduh,YE16,YE1604,
subdistrict,YE160424,Almabni,YE16,YE1604,
subdistrict,YE160422,Alssaemum,YE16,YE1604,
subdistrict,YE160425,Suq Aideam,YE16,YE1604,
subdistrict,YE160523,Alssayl,YE16,YE1605,
subdistrict,YE160521,Hamdan,YE16,YE1605,
subdistrict,YE160522,Tho Al-hosean,YE16,YE1605,
subdistrict,YE160621,Almutawn,YE16,YE1606,
subdistrict,YE160622,Bani Shihab,YE16,YE1606,
subdistrict,YE160721,Almaslub,YE16,YE1607,
subdistrict,YE160821,Alghil,YE16,YE1608,
subdistrict,YE160921,Alrrud,YE16,YE1609,
subdistrict,YE161025,Al 'Ahmad Bin Kul,YE16,YE1610,
subdistrict,YE161028,Al Damaynah,YE16,YE1610,
subdistrict,YE161027,Al Salah,YE16,YE1610,
subdistrict,YE161029,Al Salim,YE16,YE1610,
subdistrict,YE161030,Al Sulayman,YE16,YE1610,
subdistrict,YE161021,Aleunan,YE16,YE1610,
subdistrict,YE161026,Almaeatiruh,YE16,YE1610,
subdistrict,YE161022,Dhu Musaa,YE16,YE1610,
subdistrict,YE161023,Dhu Zayd,YE16,YE1610,
subdistrict,YE161024,Ruhwb,YE16,YE1610,
subdistrict,YE161131,Albihbahuh,YE16,YE1611,
subdistrict,YE161122,Alearin,YE16,YE1611,
subdistrict,YE161126,Aleurdih,YE16,YE1611,
subdistrict,YE161129,Alkhasheuh,YE16,YE1611,
subdistrict,YE161128,Almujealuh,YE16,YE1611,
subdistrict,YE161127,Alqarashah,YE16,YE1611,
subdistrict,YE161123,Alssarar,YE16,YE1611,
subdistrict,YE161125,Dahayh,YE16,YE1611,
subdistrict,YE161130,Madajir,YE16,YE1611,
subdistrict,YE161121,Rujuzah,YE16,YE1611,
subdistrict,YE161124,Wadi Bani Nuaff,YE16,YE1611,
subdistrict,YE161222,Alkharab,YE16,YE1612,
subdistrict,YE161221,Almaranuh,YE16,YE1612,
subdistrict,YE161223,Alshshueara',YE16,YE1612,
subdistrict,YE161224,Hijan,YE16,YE1612,
subdistrict,YE170124,Aleatn,YE17,YE1701,
subdistrict,YE170122,Dhu Muhammad Wadhu Husayn,YE17,YE1701,
subdistrict,YE170121,Euzman,YE17,YE1701,
subdistrict,YE170125,Fas,YE17,YE1701,
subdistrict,YE170123,Hayran,YE17,YE1701,
subdistrict,YE170222,Aleatnuh,YE17,YE1702,
subdistrict,YE170223,Alfajj,YE17,YE1702,
subdistrict,YE170224,Alshshaeab,YE17,YE1702,
subdistrict,YE170225,Bani Alhidad,YE17,YE1702,
subdistrict,YE170221,Harrid,YE17,YE1702,
subdistrict,YE170323,Aljaedah,YE17,YE1703,
subdistrict,YE170322,Bani Aleati,YE17,YE1703,
subdistrict,YE170324,Bani Fayd,YE17,YE1703,
subdistrict,YE170321,Bani Maydi,YE17,YE1703,
subdistrict,YE170426,Albitarih,YE17,YE1704,
subdistrict,YE170423,Bani Eidaby,YE17,YE1704,
subdistrict,YE170421,Bani Hasan,YE17,YE1704,
subdistrict,YE170422,Bani Thawab,YE17,YE1704,
subdistrict,YE170425,Mutuwwalah,YE17,YE1704,
subdistrict,YE170427,Qatabah,YE17,YE1704,
subdistrict,YE170521,Alddir,YE17,YE1705,
subdistrict,YE170522,Bani Fadil,YE17,YE1705,
subdistrict,YE170621,Gharb Mustaba',YE17,YE1706,
subdistrict,YE170622,Shrq Mustaba',YE17,YE1706,
subdistrict,YE170623,Shrq Mustaba' Al'Aqsaa,YE17,YE1706,
subdistrict,YE170729,Aleabisuh + Alebadilih,YE17,YE1707,
subdistrict,YE170724,Alhamarin,YE17,YE1707,
subdistrict,YE170726,Bani Dawud,YE17,YE1707,
subdistrict,YE170728,Eahum,YE17,YE1707,
subdistrict,YE170725,Eahum Bani Shahr,YE17,YE1707,
subdistrict,YE170727,'Innahum Algharb,YE17,YE1707,
subdistrict,YE170723,'Innahum Alshrq,YE17,YE1707,
subdistrict,YE170722,Khamis Alqadi,YE17,YE1707,
subdistrict,YE170721,Khamis Alyzydy,YE17,YE1707,
subdistrict,YE170821,Aljamimuh,YE17,YE1708,
subdistrict,YE170823,Baqarah Algharbiuh,YE17,YE1708,
subdistrict,YE170825,Baqrah Alshsharqiuh,YE17,YE1708,
subdistrict,YE170828,Jafnah,YE17,YE1708,
subdistrict,YE170822,Khutuh Alhamarin,YE17,YE1708,
subdistrict,YE170824,Masahir Mur,YE17,YE1708,
subdistrict,YE170829,Masawianaan,YE17,YE1708,
subdistrict,YE170826,Wa'adda Ghamis,YE17,YE1708,
subdistrict,YE170827,Zahaa,YE17,YE1708,
subdistrict,YE170922,Afsar,YE17,YE1709,
subdistrict,YE170921,Bani Kaeb,YE17,YE1709,
subdistrict,YE170925,Mudum,YE17,YE1709,
subdistrict,YE170924,Nusan,YE17,YE1709,
subdistrict,YE171023,Bani Alharith,YE17,YE1710,
subdistrict,YE171022,Bani Alwahadi Waleibadala,YE17,YE1710,
subdistrict,YE171024,Bani Hafiz Walmakaramuh,YE17,YE1710,
subdistrict,YE171021,Bani Harbina,YE17,YE1710,
subdistrict,YE171121,Alddaniei,YE17,YE1711,
subdistrict,YE171123,Bani Hulmih,YE17,YE1711,
subdistrict,YE171125,Ghurbaa Alkhamisin,YE17,YE1711,
subdistrict,YE171122,Masruh,YE17,YE1711,
subdistrict,YE171124,Sharqi Alkhamisin,YE17,YE1711,
subdistrict,YE171222,'Aslam Alshsham,YE17,YE1712,
subdistrict,YE171223,'Aslam Alwasat,YE17,YE1712,
subdistrict,YE171221,'Aslam Alyaman,YE17,YE1712,
subdistrict,YE171323,Almakhallaf,YE17,YE1713,
subdistrict,YE171321,Bani Jl,YE17,YE1713,
subdistrict,YE171324,Shamrin,YE17,YE1713,
subdistrict,YE171422,Aljawan Walqitabih,YE17,YE1714,
subdistrict,YE171424,Bani Falah,YE17,YE1714,
subdistrict,YE171423,Bani Yueammar,YE17,YE1714,
subdistrict,YE171425,Bani Yus,YE17,YE1714,
subdistrict,YE171421,Jiah,YE17,YE1714,
subdistrict,YE171523,Almkhawis,YE17,YE1715,
subdistrict,YE171521,Almuhabishih,YE17,YE1715,
subdistrict,YE171525,Bani Haydan,YE17,YE1715,
subdistrict,YE171524,Bani Majie,YE17,YE1715,
subdistrict,YE171522,Hijr,YE17,YE1715,
subdistrict,YE171621,Aljubr Alaely,YE17,YE1716,
subdistrict,YE171623,Aljubr Al'Asfal,YE17,YE1716,
subdistrict,YE171624,Aljubr Alshsharqi,YE17,YE1716,
subdistrict,YE171622,Ealakumuh,YE17,YE1716,
subdistrict,YE171722,Bani Jidd Yalah,YE17,YE1717,
subdistrict,YE171723,Nisa,YE17,YE1717,
subdistrict,YE171721,Wakih,YE17,YE1717,
subdistrict,YE171826,Alddaqimi,YE17,YE1718,
subdistrict,YE171823,Bani Alttarabi,YE17,YE1718,
subdistrict,YE171824,Bani Eshb,YE17,YE1718,
subdistrict,YE171827,Bani Muhib,YE17,YE1718,
subdistrict,YE171828,Eaffar,YE17,YE1718,
subdistrict,YE171822,Eazan,YE17,YE1718,
subdistrict,YE171825,Qidan,YE17,YE1718,
subdistrict,YE171923,Bayt Qadam,YE17,YE1719,
subdistrict,YE171922,Shris Al'Asfal,YE17,YE1719,
subdistrict,YE171921,Shrs Alaely,YE17,YE1719,
subdistrict,YE172023,Aladbieh,YE17,YE1720,
subdistrict,YE172022,Aljubur,YE17,YE1720,
subdistrict,YE172026,Almarahibuh,YE17,YE1720,
subdistrict,YE172027,Alzzafir,YE17,YE1720,
subdistrict,YE172025,Bani Alshshawmi,YE17,YE1720,
subdistrict,YE172024,Bani Eakab,YE17,YE1720,
subdistrict,YE172021,Mmubin,YE17,YE1720,
subdistrict,YE172121,Alamrur,YE17,YE1721,
subdistrict,YE172122,Janib Alshsham,YE17,YE1721,
subdistrict,YE172123,Janib Alyaman,YE17,YE1721,
subdistrict,YE172124,Mudikhuh,YE17,YE1721,
subdistrict,YE172225,Alssukabat Walhamarin,YE17,YE1722,
subdistrict,YE172222,Alththuluth,YE17,YE1722,
subdistrict,YE172224,'Aslam Nashir,YE17,YE1722,
subdistrict,YE172221,Bani Nashr,YE17,YE1722,
subdistrict,YE172227,Kaeidanh,YE17,YE1722,
subdistrict,YE172223,Sawakh,YE17,YE1722,
subdistrict,YE172322,Aleamisi,YE17,YE1723,
subdistrict,YE172325,Alnnasiri,YE17,YE1723,
subdistrict,YE172323,Alqahtani,YE17,YE1723,
subdistrict,YE172326,Daeqan Walhanak,YE17,YE1723,
subdistrict,YE172321,Mfarrih Watafyan,YE17,YE1723,
subdistrict,YE172324,Wadarrah,YE17,YE1723,
subdistrict,YE172422,Rubue Albanuni,YE17,YE1724,
subdistrict,YE172424,Rubue Alshshamri,YE17,YE1724,
subdistrict,YE172423,Rubue Hafaj,YE17,YE1724,
subdistrict,YE172421,Rubue Maseud,YE17,YE1724,
subdistrict,YE172522,Albijalih,YE17,YE1725,
subdistrict,YE172529,Alhawasiluh,YE17,YE1725,
subdistrict,YE172526,Almaetan,YE17,YE1725,
subdistrict,YE172523,Almazawituh,YE17,YE1725,
subdistrict,YE172530,Almiswah,YE17,YE1725,
subdistrict,YE172528,Alssawalimuh,YE17,YE1725,
subdistrict,YE172527,Bayt Dahim,YE17,YE1725,
subdistrict,YE172524,Eadaeid,YE17,YE1725,
subdistrict,YE172525,Habl Alshshaghadirih,YE17,YE1725,
subdistrict,YE172521,Qaleah Hamid,YE17,YE1725,
subdistrict,YE172625,Alkabih,YE17,YE1726,
subdistrict,YE172626,Alqiluh,YE17,YE1726,
subdistrict,YE172624,Alshshaeathimuh,YE17,YE1726,
subdistrict,YE172622,Dawas,YE17,YE1726,
subdistrict,YE172621,Qadam,YE17,YE1726,
subdistrict,YE172722,Alearif,YE17,YE1727,
subdistrict,YE172723,Bani Aldhdhwwad,YE17,YE1727,
subdistrict,YE172726,Bani Aleawam,YE17,YE1727,
subdistrict,YE172725,Bani Alqadami,YE17,YE1727,
subdistrict,YE172727,Bani Ghashim,YE17,YE1727,
subdistrict,YE172724,Jabal Namurr,YE17,YE1727,
subdistrict,YE172728,Qateah Alssarabi,YE17,YE1727,
subdistrict,YE172721,Radaman,YE17,YE1727,
subdistrict,YE172824,Eabas,YE17,YE1728,
subdistrict,YE172823,Hamlan,YE17,YE1728,
subdistrict,YE172821,Hujj,YE17,YE1728,
subdistrict,YE172922,Alghazzi,YE17,YE1729,
subdistrict,YE172924,Almaemari,YE17,YE1729,
subdistrict,YE172925,Alnnafish,YE17,YE1729,
subdistrict,YE172921,Harabah,YE17,YE1729,
subdistrict,YE172927,Jabal Eian,YE17,YE1729,
subdistrict,YE173023,Bani Hny,YE17,YE1730,
subdistrict,YE173022,Bani Rrizq,YE17,YE1730,
subdistrict,YE173024,Bani Saed,YE17,YE1730,
subdistrict,YE173021,Daean,YE17,YE1730,
subdistrict,YE173121,Qarah,YE17,YE1731,
subdistrict,YE180122,Alfaranatuh,YE18,YE1801,
subdistrict,YE180126,Alkhashm,YE18,YE1801,
subdistrict,YE180125,Alrrubue Alshsharqi,YE18,YE1801,
subdistrict,YE180121,Alzzahruh Rubue Alwadi,YE18,YE1801,
subdistrict,YE180124,Rubue Alshsham,YE18,YE1801,
subdistrict,YE180123,Rubue Alwasat,YE18,YE1801,
subdistrict,YE180230,Albieajih,YE18,YE1802,
subdistrict,YE180226,Alzealayh Rubue Alsmela,YE18,YE1802,
subdistrict,YE180229,Alzziealayh Rubue Eibak,YE18,YE1802,
subdistrict,YE180227,Alzzielayh Rubue Almahjub,YE18,YE1802,
subdistrict,YE180228,Alzzielayh Rubue Almuqarrani,YE18,YE1802,
subdistrict,YE180221,Bani Jamie (Rbe Eadyh),YE18,YE1802,
subdistrict,YE180224,Mur Warubue Alwada,YE18,YE1802,
subdistrict,YE180259,Rubue Alddus,YE18,YE1802,
subdistrict,YE180231,Rubue Alfulu,YE18,YE1802,
subdistrict,YE180222,Rubue Alhudurmaa,YE18,YE1802,
subdistrict,YE180321,Jaziruh Kamran,YE18,YE1803,
subdistrict,YE180421,Alssalif,YE18,YE1804,
subdistrict,YE180521,Rubue Alqahm,YE18,YE1805,
subdistrict,YE180625,Almaqaeishuh,YE18,YE1806,
subdistrict,YE180624,Almuhadiluh,YE18,YE1806,
subdistrict,YE180623,Alqawzi,YE18,YE1806,
subdistrict,YE180622,Bani Mahdi,YE18,YE1806,
subdistrict,YE180621,Kasharib,YE18,YE1806,
subdistrict,YE180724,Aleatawih,YE18,YE1807,
subdistrict,YE180722,Alhashabiruh,YE18,YE1807,
subdistrict,YE180723,Alqibaeih,YE18,YE1807,
subdistrict,YE180721,Alzzaydia,YE18,YE1807,
subdistrict,YE180822,Almahamiduh,YE18,YE1808,
subdistrict,YE180823,Bani Albarrih,YE18,YE1808,
subdistrict,YE180922,Aljarabih Aleulya,YE18,YE1809,
subdistrict,YE180921,Aljarabih Alssuflaa,YE18,YE1809,
subdistrict,YE181024,Alddamir,YE18,YE1810,
subdistrict,YE181025,Alhadarih,YE18,YE1810,
subdistrict,YE181022,Aljamadi,YE18,YE1810,
subdistrict,YE181023,Alkhilafih,YE18,YE1810,
subdistrict,YE181021,Bajil,YE18,YE1810,
subdistrict,YE181121,Alqateuh Aleulya,YE18,YE1811,
subdistrict,YE181122,Alqateuh Alssuflaa,YE18,YE1811,
subdistrict,YE181222,Alkhizaei,YE18,YE1812,
subdistrict,YE181224,Almawsituh Algharbiuh,YE18,YE1812,
subdistrict,YE181223,Almawsituh Alshsharqiuh,YE18,YE1812,
subdistrict,YE181226,Bani Baqy,YE18,YE1812,
subdistrict,YE181225,Bani Salman,YE18,YE1812,
subdistrict,YE181221,Bilad Alshsharaf,YE18,YE1812,
subdistrict,YE181227,Bilad Alttaraf,YE18,YE1812,
subdistrict,YE181329,Aleamirih Walddahali,YE18,YE1813,
subdistrict,YE181330,Alfalla Falah,YE18,YE1813,
subdistrict,YE181322,Alkitabih Walwaeadih,YE18,YE1813,
subdistrict,YE181321,Almarawieuh,YE18,YE1813,
subdistrict,YE181326,Alqatamiluh,YE18,YE1813,
subdistrict,YE181323,Alqatie,YE18,YE1813,
subdistrict,YE181325,Alrrabsuh,YE18,YE1813,
subdistrict,YE181327,Alrramanibuh,YE18,YE1813,
subdistrict,YE181324,Alrriqabuh,YE18,YE1813,
subdistrict,YE181421,Alddarihmaa,YE18,YE1814,
subdistrict,YE181427,Alhijbuh Alealya',YE18,YE1814,
subdistrict,YE181429,Alhijbuh Alssufli,YE18,YE1814,
subdistrict,YE181422,Almanafiruh,YE18,YE1814,
subdistrict,YE181424,Almasaeid,YE18,YE1814,
subdistrict,YE181425,Almufalisuh,YE18,YE1814,
subdistrict,YE181423,Almushaqinuh,YE18,YE1814,
subdistrict,YE181428,Alzzaraniq,YE18,YE1814,
subdistrict,YE181426,Bani Marsi,YE18,YE1814,
subdistrict,YE181522,Alrramih Alealya',YE18,YE1815,
subdistrict,YE181521,Alrramiuh Alssufli,YE18,YE1815,
subdistrict,YE181621,Almanasiruh,YE18,YE1816,
subdistrict,YE181622,Alwaearih,YE18,YE1816,
subdistrict,YE181725,Aleamarih,YE18,YE1817,
subdistrict,YE181728,Almaeazibuh,YE18,YE1817,
subdistrict,YE181722,Almajamiluh,YE18,YE1817,
subdistrict,YE181724,Alttaraf Alshamy,YE18,YE1817,
subdistrict,YE181723,Alttaraf Alyamani,YE18,YE1817,
subdistrict,YE181727,Bani Maqbul,YE18,YE1817,
subdistrict,YE181721,Bayt Alfaqqia,YE18,YE1817,
subdistrict,YE181826,Alashaer,YE18,YE1818,
subdistrict,YE181835,Aleasakiruh,YE18,YE1818,
subdistrict,YE181832,Alfarisi,YE18,YE1818,
subdistrict,YE181821,Alfawahih,YE18,YE1818,
subdistrict,YE181831,Alkhan,YE18,YE1818,
subdistrict,YE181836,Alkuluh,YE18,YE1818,
subdistrict,YE181838,Almahshur,YE18,YE1818,
subdistrict,YE181834,Almajarin,YE18,YE1818,
subdistrict,YE181822,Almarir,YE18,YE1818,
subdistrict,YE181837,Alnnadafa',YE18,YE1818,
subdistrict,YE181825,Alquhra',YE18,YE1818,
subdistrict,YE181833,Bani Hatim,YE18,YE1818,
subdistrict,YE181829,Dabbas,YE18,YE1818,
subdistrict,YE181828,Juz' Min Alddahabishih,YE18,YE1818,
subdistrict,YE181830,Juz' Min Matawifih Suflaa,YE18,YE1818,
subdistrict,YE181823,Khanh,YE18,YE1818,
subdistrict,YE181827,Matawifuh Ealya',YE18,YE1818,
subdistrict,YE181921,His,YE18,YE1819,
subdistrict,YE181923,Rubue Alhdrmy,YE18,YE1819,
subdistrict,YE181924,Rubue Almahall,YE18,YE1819,
subdistrict,YE181922,Rubue Alssuq,YE18,YE1819,
subdistrict,YE182023,Aleamisa,YE18,YE1820,
subdistrict,YE182021,Alkhawkhuh,YE18,YE1820,
subdistrict,YE182022,Dublh,YE18,YE1820,
subdistrict,YE182121,Alhadida,YE18,YE1821,
subdistrict,YE182427,Albuduh,YE18,YE1824,
subdistrict,YE182439,Aleayadiuh Alssuflaa,YE18,YE1824,
subdistrict,YE182440,Aleibbadiuh Aleulya,YE18,YE1824,
subdistrict,YE182436,Alhabil,YE18,YE1824,
subdistrict,YE182430,Alhammi,YE18,YE1824,
subdistrict,YE182425,Almahatt,YE18,YE1824,
subdistrict,YE182426,Almasawifuh,YE18,YE1824,
subdistrict,YE182435,Almuaqqar,YE18,YE1824,
subdistrict,YE182438,Almurashshidih,YE18,YE1824,
subdistrict,YE182434,Alqarih,YE18,YE1824,
subdistrict,YE182428,Alqirashih,YE18,YE1824,
subdistrict,YE182424,Alqurshiuh Alssufli,YE18,YE1824,
subdistrict,YE182431,Alshshabariq,YE18,YE1824,
subdistrict,YE182423,Altturibuh,YE18,YE1824,
subdistrict,YE182432,Alzzaribuh,YE18,YE1824,
subdistrict,YE182422,Bilad Alrruqud,YE18,YE1824,
subdistrict,YE182429,Bilad Alssalam,YE18,YE1824,
subdistrict,YE182437,Mahall Almubarak,YE18,YE1824,
subdistrict,YE182433,Mahall Alshshaykh,YE18,YE1824,
subdistrict,YE182525,Almahariquh,YE18,YE1825,
subdistrict,YE182521,Almueasiluh,YE18,YE1825,
subdistrict,YE182523,Alrrakb,YE18,YE1825,
subdistrict,YE182524,Eaqabi Waqrah Eamir,YE18,YE1825,
subdistrict,YE182624,Almaghris,YE18,YE1826,
subdistrict,YE182623,Almajahisuh,YE18,YE1826,
subdistrict,YE182625,Almutinah,YE18,YE1826,
subdistrict,YE182622,Alrrawih,YE18,YE1826,
subdistrict,YE182630,Alttahiuta,YE18,YE1826,
subdistrict,YE190121,Rumah_1,YE19,YE1901,
subdistrict,YE190122,Rumah_2,YE19,YE1901,
subdistrict,YE190221,Thamud_1,YE19,YE1902,
subdistrict,YE190321,Al Qaf_1,YE19,YE1903,
subdistrict,YE190421,Zamakh Wa Manwakh_1,YE19,YE1904,
subdistrict,YE190521,Hagr As Sai'Ar_1,YE19,YE1905,
subdistrict,YE190522,Hagr As Sai'Ar_2,YE19,YE1905,
subdistrict,YE190621,Al Abr_1,YE19,YE1906,
subdistrict,YE190622,Al Abr_2,YE19,YE1906,
subdistrict,YE190721,Al Qatn_1,YE19,YE1907,
subdistrict,YE190722,Al Qatn_2,YE19,YE1907,
subdistrict,YE190821,Shibam_1,YE19,YE1908,
subdistrict,YE190822,Shibam_2,YE19,YE1908,
subdistrict,YE190921,Sah_1,YE19,YE1909,
subdistrict,YE190922,Sah_2,YE19,YE1909,
subdistrict,YE191021,Sayun_1,YE19,YE1910,
subdistrict,YE191022,Sayun_2,YE19,YE1910,
subdistrict,YE191121,Tarim_1,YE19,YE1911,
subdistrict,YE191122,Tarim_2,YE19,YE1911,
subdistrict,YE191221,As Sawm_1,YE19,YE1912,
subdistrict,YE191222,As Sawm_2,YE19,YE1912,
subdistrict,YE191321,Ar Raydah Wa Qusayar_1,YE19,YE1913,
subdistrict,YE191421,Ad Dis_1,YE19,YE1914,
subdistrict,YE191521,Ash Shihr_1,YE19,YE1915,
subdistrict,YE191623,Ghayl Bin Yamin_3,YE19,YE1916,
subdistrict,YE191624,Ghayl Bin Yamin_4,YE19,YE1916,
subdistrict,YE191721,Ghayl Ba Wazir_1,YE19,YE1917,
subdistrict,YE191722,Ghayl Ba Wazir_2,YE19,YE1917,
subdistrict,YE191821,Daw'an_1,YE19,YE1918,
subdistrict,YE191822,Daw'an_2,YE19,YE1918,
subdistrict,YE191921,Wadi Al Ayn_1,YE19,YE1919,
subdistrict,YE191922,Wadi Al Ayn_2,YE19,YE1919,
subdistrict,YE192021,Rakhyah_1,YE19,YE1920,
subdistrict,YE192121,Amd_1,YE19,YE1921,
subdistrict,YE192221,Adh Dhlia'ah_1,YE19,YE1922,
subdistrict,YE192222,Adh Dhlia'ah_2,YE19,YE1922,
subdistrict,YE192321,Yabuth_1,YE19,YE1923,
subdistrict,YE192322,Yabuth_2,YE19,YE1923,
subdistrict,YE192421,Hajr_1,YE19,YE1924,
subdistrict,YE192422,Hajr_2,YE19,YE1924,
subdistrict,YE192423,Hajr_3,YE19,YE1924,
subdistrict,YE192521,Brom_1,YE19,YE1925,
subdistrict,YE192522,Mayfa_1,YE19,YE1925,
subdistrict,YE192621,Al Mukalla_1,YE19,YE1926,
subdistrict,YE192622,Al Mukalla_2,YE19,YE1926,
subdistrict,YE192721,Al Mukalla City_1,YE19,YE1927,
subdistrict,YE192821,Huraidhah_1,YE19,YE1928,
subdistrict,YE192822,Huraidhah_2,YE19,YE1928,
subdistrict,YE200138,Aemas Alddalae,YE20,YE2001,
subdistrict,YE200127,Aemas Aljabal,YE20,YE2001,
subdistrict,YE200132,Aleabisiuh,YE20,YE2001,
